0,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.__init__

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()

Callee name:asciinema.config.Config.install_id

Callee file path:asciinema.config

Callee code:
import os
import os.path as path
import sys
import uuid
import configparser

class Config:
    def __init__(self, config_home, env=None):
        self.config_home = config_home
        self.config_file_path = path.join(config_home, ""config"")
        self.install_id_path = path.join(self.config_home, 'install-id')
        self.config = configparser.ConfigParser()
        self.config.read(self.config_file_path)
        self.env = env if env is not None else os.environ
    def install_id(self):
        id = self.env.get('ASCIINEMA_INSTALL_ID') or self.__read_install_id()

        if id:
            return id
        else:
            raise ConfigError('no install ID found')

Please analyze whether asciinema.api.Api.__init__ invokes asciinema.config.Config.install_id as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.__init__ directly invokes asciinema.config.Config.install_id.

",asciinema.api.Api.__init__,asciinema.config.Config.install_id,asciinema
1,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.__init__

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()

Callee name:asciinema.urllib_http_adapter.URLLibHttpAdapter

Callee file path:asciinema.urllib_http_adapter

Callee code:
import codecs
import sys
import uuid
import io
import base64
import http
from urllib.request import Request
from urllib.request import urlopen
from urllib.error import HTTPError
from urllib.error import URLError
from http_adapter import HTTPConnectionError

class URLLibHttpAdapter:


Please analyze whether asciinema.api.Api.__init__ invokes asciinema.urllib_http_adapter.URLLibHttpAdapter as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.__init__ directly invokes asciinema.urllib_http_adapter.URLLibHttpAdapter.

",asciinema.api.Api.__init__,asciinema.urllib_http_adapter.URLLibHttpAdapter,asciinema
2,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.hostname

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def hostname(self):
        return urlparse(self.url).hostname

Callee name:asciinema.api.Api.hostname

Callee file path:asciinema.api

Callee code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def hostname(self):
        return urlparse(self.url).hostname

Please analyze whether asciinema.api.Api.hostname invokes asciinema.api.Api.hostname as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.hostname directly invokes asciinema.api.Api.hostname.

",asciinema.api.Api.hostname,asciinema.api.Api.hostname,asciinema
3,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.auth_url

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def auth_url(self):
        return ""{}/connect/{}"".format(self.url, self.install_id)

Callee name:asciinema.config.Config.install_id

Callee file path:asciinema.config

Callee code:
import os
import os.path as path
import sys
import uuid
import configparser

class Config:
    def __init__(self, config_home, env=None):
        self.config_home = config_home
        self.config_file_path = path.join(config_home, ""config"")
        self.install_id_path = path.join(self.config_home, 'install-id')
        self.config = configparser.ConfigParser()
        self.config.read(self.config_file_path)
        self.env = env if env is not None else os.environ
    def install_id(self):
        id = self.env.get('ASCIINEMA_INSTALL_ID') or self.__read_install_id()

        if id:
            return id
        else:
            raise ConfigError('no install ID found')

Please analyze whether asciinema.api.Api.auth_url invokes asciinema.config.Config.install_id as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.auth_url directly invokes asciinema.config.Config.install_id.

",asciinema.api.Api.auth_url,asciinema.config.Config.install_id,asciinema
4,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.api.APIError

Callee file path:asciinema.api

Callee code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class APIError:


Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.api.APIError as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.api.APIError.

",asciinema.api.Api.upload_asciicast,asciinema.api.APIError,asciinema
5,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.api.Api.upload_url

Callee file path:asciinema.api

Callee code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_url(self):
        return ""{}/api/asciicasts"".format(self.url)

Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.api.Api.upload_url as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.api.Api.upload_url.

",asciinema.api.Api.upload_asciicast,asciinema.api.Api.upload_url,asciinema
6,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.api.Api._headers

Callee file path:asciinema.api

Callee code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def _headers(self):
        return {'User-Agent': self._user_agent(), 'Accept': 'application/json'}

Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.api.Api._headers as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.api.Api._headers.

",asciinema.api.Api.upload_asciicast,asciinema.api.Api._headers,asciinema
7,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.api.Api._handle_error

Callee file path:asciinema.api

Callee code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def _handle_error(self, status, body):
        errors = {
            400: ""Invalid request: %s"" % body,
            401: ""Invalid or revoked install ID"",
            404: ""API endpoint not found. This asciinema version may no longer be supported. Please upgrade to the latest version."",
            413: ""Sorry, your asciicast is too big."",
            422: ""Invalid asciicast: %s"" % body,
            503: ""The server is down for maintenance. Try again in a minute.""
        }

        error = errors.get(status)

        if not error:
            if status >= 500:
                error = ""The server is having temporary problems. Try again in a minute.""
            else:
                error = ""HTTP status: %i"" % status

        raise APIError(error)

Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.api.Api._handle_error as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.api.Api._handle_error.

",asciinema.api.Api.upload_asciicast,asciinema.api.Api._handle_error,asciinema
8,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.config.Config.install_id

Callee file path:asciinema.config

Callee code:
import os
import os.path as path
import sys
import uuid
import configparser

class Config:
    def __init__(self, config_home, env=None):
        self.config_home = config_home
        self.config_file_path = path.join(config_home, ""config"")
        self.install_id_path = path.join(self.config_home, 'install-id')
        self.config = configparser.ConfigParser()
        self.config.read(self.config_file_path)
        self.env = env if env is not None else os.environ
    def install_id(self):
        id = self.env.get('ASCIINEMA_INSTALL_ID') or self.__read_install_id()

        if id:
            return id
        else:
            raise ConfigError('no install ID found')

Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.config.Config.install_id as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.config.Config.install_id.

",asciinema.api.Api.upload_asciicast,asciinema.config.Config.install_id,asciinema
9,"
You are a highly skilled Python code analysis expert.
You need to determine if two code snippets have a direct call relationship. References, assignments, or exception handling are not considered direct calls. When the callee is a class, it is only considered a call when it is instantiated. Given the name and code of a caller and the name and code of a callee.
The names of the caller and callee consist of module + class (if it exists) + method or function, separated by periods (.).
","

Caller name:asciinema.api.Api.upload_asciicast

Caller file path:asciinema.api

Caller code:
import platform
import re
import json
from urllib.parse import urlparse
from asciinema import __version__
from asciinema.urllib_http_adapter import URLLibHttpAdapter
from asciinema.http_adapter import HTTPConnectionError

class Api:
    def __init__(self, url, user, install_id, http_adapter=None):
        self.url = url
        self.user = user
        self.install_id = install_id
        self.http_adapter = http_adapter if http_adapter is not None else URLLibHttpAdapter()
    def upload_asciicast(self, path):
        with open(path, 'rb') as f:
            try:
                status, headers, body = self.http_adapter.post(
                    self.upload_url(),
                    files={""asciicast"": (""ascii.cast"", f)},
                    headers=self._headers(),
                    username=self.user,
                    password=self.install_id
                )
            except HTTPConnectionError as e:
                raise APIError(str(e))

        if status != 200 and status != 201:
            self._handle_error(status, body)

        if (headers.get('content-type') or '')[0:16] == 'application/json':
            result = json.loads(body)
        else:
            result = {'url': body}

        return result, headers.get('Warning')

Callee name:asciinema.urllib_http_adapter.URLLibHttpAdapter.post

Callee file path:asciinema.urllib_http_adapter

Callee code:
import codecs
import sys
import uuid
import io
import base64
import http
from urllib.request import Request
from urllib.request import urlopen
from urllib.error import HTTPError
from urllib.error import URLError
from http_adapter import HTTPConnectionError

class URLLibHttpAdapter:
    def post(self, url, fields={}, files={}, headers={}, username=None, password=None):
        content_type, body = MultipartFormdataEncoder().encode(fields, files)

        headers = headers.copy()
        headers[""Content-Type""] = content_type

        if password:
            auth = ""%s:%s"" % (username, password)
            encoded_auth = base64.encodebytes(auth.encode('utf-8'))[:-1]
            headers[""Authorization""] = b""Basic "" + encoded_auth

        request = Request(url, data=body, headers=headers, method=""POST"")

        try:
            response = urlopen(request)
            status = response.status
            headers = self._parse_headers(response)
            body = response.read().decode('utf-8')
        except HTTPError as e:
            status = e.code
            headers = {}
            body = e.read().decode('utf-8')
        except (http.client.RemoteDisconnected, URLError) as e:
            raise HTTPConnectionError(str(e))

        return (status, headers, body)

Please analyze whether asciinema.api.Api.upload_asciicast invokes asciinema.urllib_http_adapter.URLLibHttpAdapter.post as follows: 
1. Examine the structure of the caller code and identify any invocations (function calls or object instantiations) that may correspond to the callee. 
2. If the callee is a class,  consider only those cases where the class is explicitly instantiated (e.g.,  ClassName()). 
3. Based on your reasoning and understanding of the provided code,  estimate the confidence (0% to 100%) that asciinema.api.Api.upload_asciicast directly invokes asciinema.urllib_http_adapter.URLLibHttpAdapter.post.

",asciinema.api.Api.upload_asciicast,asciinema.urllib_http_adapter.URLLibHttpAdapter.post,asciinema
